REGION_BRCH,PRODUCT_TYPE_BRCH,AS_OF_DT,ENTITY,SOURCE_SYSTEM,ACCT_ID,SCHED_ID,SCHED_START_DT,SCHED_END_DT,FIRST_DUE_DT,NOF_PMT,INSTL_FLAT_AMT,PMT_FREQ,PMT_INCR,PMT_TYP_CD,PMT_DAY,SKP_PMT_MTH,REC_REF_DT
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016435808,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016435808,B01A,29JAN2025:00:00:00,30JUN2025:00:00:00,30JUN2025:00:00:00,1,0.0,D,14,I,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016435808,B02A,30JUN2022:00:00:00,30JUN2025:00:00:00,30JUN2025:00:00:00,1,3400000.0,D,14,P,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016476806,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016476806,B02A,27JAN2023:00:00:00,28FEB2025:00:00:00,28FEB2025:00:00:00,1,1750000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016444139,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016444139,B01A,29JAN2025:00:00:00,30MAY2025:00:00:00,30MAY2025:00:00:00,1,0.0,M,1,I,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016444139,B02A,09AUG2022:00:00:00,30MAY2025:00:00:00,30MAY2025:00:00:00,1,10000000.0,M,1,P,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016464549,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016464549,B01A,29JAN2025:00:00:00,31MAR2025:00:00:00,31MAR2025:00:00:00,1,0.0,M,1,I,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016464549,B02A,28NOV2022:00:00:00,31MAR2025:00:00:00,31MAR2025:00:00:00,1,1000000.0,M,1,P,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016494928,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016494928,B01A,29JAN2025:00:00:00,31JUL2025:00:00:00,31JUL2025:00:00:00,1,0.0,M,1,I,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016494928,B02A,22MAY2023:00:00:00,31JUL2025:00:00:00,31JUL2025:00:00:00,1,500000.0,M,1,P,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016482725,B01A,28DEC2024:00:00:00,27JAN2025:00:00:00,27JAN2025:00:00:00,1,0.0,M,1,I,27,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016482725,B01A,28JAN2025:00:00:00,28FEB2025:00:00:00,28FEB2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016482725,B02A,09MAR2023:00:00:00,28FEB2025:00:00:00,28FEB2025:00:00:00,1,5259000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016491978,B01A,05NOV2024:00:00:00,04FEB2025:00:00:00,04FEB2025:00:00:00,1,0.0,M,1,I,4,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016491978,B01A,05FEB2025:00:00:00,30JUN2025:00:00:00,30JUN2025:00:00:00,1,0.0,M,3,I,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016491978,B02A,02MAY2023:00:00:00,30JUN2025:00:00:00,30JUN2025:00:00:00,1,765000.0,M,3,P,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016496769,B01A,17DEC2024:00:00:00,16JAN2025:00:00:00,16JAN2025:00:00:00,1,0.0,M,1,I,16,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016496769,B01A,17JAN2025:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016496769,B02A,01JUN2023:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,500000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016468625,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016468625,B02A,19DEC2022:00:00:00,28FEB2025:00:00:00,28FEB2025:00:00:00,1,5300000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016500039,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016500039,B02A,27JUN2023:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,1500000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016522849,B01A,24DEC2024:00:00:00,23JAN2025:00:00:00,23JAN2025:00:00:00,1,0.0,M,1,I,23,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016522849,B01A,24JAN2025:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016522849,B02A,12JAN2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,3600000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016512398,B02A,11OCT2023:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,1000000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016526488,B01A,24DEC2024:00:00:00,23JAN2025:00:00:00,23JAN2025:00:00:00,1,0.0,M,1,I,23,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016526488,B01A,24JAN2025:00:00:00,31DEC2025:00:00:00,31DEC2025:00:00:00,1,0.0,M,1,I,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016526488,B02A,14FEB2024:00:00:00,31DEC2025:00:00:00,31DEC2025:00:00:00,1,2511000.0,M,1,P,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016512398,B01A,24DEC2024:00:00:00,23JAN2025:00:00:00,23JAN2025:00:00:00,1,0.0,M,1,I,23,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016512398,B01A,24JAN2025:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016519564,B01A,24DEC2024:00:00:00,23JAN2025:00:00:00,23JAN2025:00:00:00,1,0.0,M,1,I,23,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016519564,B01A,24JAN2025:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,3,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016519564,B02A,15DEC2023:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,4200000.0,M,3,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016505725,B01A,09NOV2024:00:00:00,10FEB2025:00:00:00,10FEB2025:00:00:00,1,0.0,M,1,I,10,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016505725,B01A,11FEB2025:00:00:00,30JUN2025:00:00:00,30JUN2025:00:00:00,1,0.0,M,3,I,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016505725,B02A,08AUG2023:00:00:00,30JUN2025:00:00:00,30JUN2025:00:00:00,1,1500000.0,M,3,P,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016557989,B01A,12DEC2024:00:00:00,13JAN2025:00:00:00,13JAN2025:00:00:00,1,0.0,M,1,I,13,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016557989,B01A,14JAN2025:00:00:00,31MAR2025:00:00:00,31MAR2025:00:00:00,1,0.0,M,1,I,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016557989,B02A,10SEP2024:00:00:00,31MAR2025:00:00:00,31MAR2025:00:00:00,1,7000000.0,M,1,P,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016550534,B01A,19OCT2024:00:00:00,20JAN2025:00:00:00,20JAN2025:00:00:00,1,0.0,M,3,I,20,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016550534,B01A,21JAN2025:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,3,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016550534,B02A,18JUL2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,1950000.0,M,3,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016572724,B01A,11DEC2024:00:00:00,11MAR2025:00:00:00,11MAR2025:00:00:00,1,0.0,M,3,I,11,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016572724,B02A,11DEC2024:00:00:00,11MAR2025:00:00:00,11MAR2025:00:00:00,1,6000000.0,M,3,P,11,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016508481,B01A,24DEC2024:00:00:00,23JAN2025:00:00:00,23JAN2025:00:00:00,1,0.0,M,1,I,23,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016508481,B01A,24JAN2025:00:00:00,30SEP2025:00:00:00,30SEP2025:00:00:00,1,0.0,M,1,I,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016508481,B02A,11SEP2023:00:00:00,30SEP2025:00:00:00,30SEP2025:00:00:00,1,1800000.0,M,1,P,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016568409,B01A,18NOV2024:00:00:00,18FEB2025:00:00:00,18FEB2025:00:00:00,1,0.0,M,1,I,18,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016568409,B02A,18NOV2024:00:00:00,18FEB2025:00:00:00,18FEB2025:00:00:00,1,4785000.0,M,1,P,18,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016538364,B01A,24DEC2024:00:00:00,23JAN2025:00:00:00,23JAN2025:00:00:00,1,0.0,M,1,I,23,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016538364,B01A,24JAN2025:00:00:00,28FEB2025:00:00:00,28FEB2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016538364,B02A,16MAY2024:00:00:00,28FEB2025:00:00:00,28FEB2025:00:00:00,1,1000000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016569251,B01A,22NOV2024:00:00:00,22JUL2025:00:00:00,22DEC2024:00:00:00,8,0.0,M,1,I,22,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016569251,B01A,23JUL2025:00:00:00,07AUG2025:00:00:00,07AUG2025:00:00:00,1,0.0,M,1,I,7,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016569251,B02A,22NOV2024:00:00:00,07AUG2025:00:00:00,07AUG2025:00:00:00,1,7944.0,M,1,P,7,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016546545,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016546545,B01A,29JAN2025:00:00:00,30MAY2025:00:00:00,30MAY2025:00:00:00,1,0.0,M,1,I,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016546545,B02A,27JUN2024:00:00:00,30MAY2025:00:00:00,30MAY2025:00:00:00,1,595000.0,M,1,P,30,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016543724,B01A,18JUN2024:00:00:00,18JUL2025:00:00:00,18JUL2024:00:00:00,13,0.0,M,1,I,18,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016543724,B01A,19JUL2025:00:00:00,07AUG2025:00:00:00,07AUG2025:00:00:00,1,0.0,M,1,I,7,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100744000000000016543724,B02A,18JUN2024:00:00:00,07AUG2025:00:00:00,07AUG2025:00:00:00,1,13277.0,M,1,P,7,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016543554,B01A,24DEC2024:00:00:00,23JAN2025:00:00:00,23JAN2025:00:00:00,1,0.0,M,1,I,23,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016543554,B02A,18JUN2024:00:00:00,23JAN2025:00:00:00,23JAN2025:00:00:00,1,15000000.0,M,1,P,23,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016536728,B01A,30NOV2024:00:00:00,31DEC2024:00:00:00,31DEC2024:00:00:00,1,0.0,M,1,I,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016536728,B01A,01JAN2025:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016536728,B01A,29JAN2025:00:00:00,31MAR2026:00:00:00,31MAR2026:00:00:00,1,0.0,M,1,I,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016536728,B02A,30APR2024:00:00:00,31MAR2026:00:00:00,31MAR2026:00:00:00,1,25350000.0,M,1,P,31,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016545174,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016545174,B02A,25JUN2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,18000000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016545255,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18100912000000000016545255,B02A,25JUN2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,13000000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18105912000000000016556524,B01A,29AUG2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18105912000000000016556524,B02A,29AUG2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,342354.82,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016420428,B01A,24DEC2024:00:00:00,22JAN2025:00:00:00,22JAN2025:00:00:00,1,0.0,M,1,I,22,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016420428,B01A,23JAN2025:00:00:00,22APR2026:00:00:00,22APR2026:00:00:00,1,0.0,M,1,I,22,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016420428,B02A,24DEC2024:00:00:00,22JAN2025:00:00:00,22JAN2025:00:00:00,1,259259.26,M,1,P,22,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016420428,B02A,23JAN2025:00:00:00,24MAR2025:00:00:00,24FEB2025:00:00:00,2,259259.26,M,1,P,24,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016420428,B02A,25MAR2025:00:00:00,22MAY2025:00:00:00,22APR2025:00:00:00,2,259259.26,M,1,P,22,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016420428,B02A,23MAY2025:00:00:00,23JUN2025:00:00:00,23JUN2025:00:00:00,1,259259.26,M,1,P,23,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016420428,B02A,24JUN2025:00:00:00,22OCT2025:00:00:00,22JUL2025:00:00:00,4,259259.26,M,1,P,22,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016420428,B02A,23OCT2025:00:00:00,22APR2026:00:00:00,22APR2026:00:00:00,1,1555555.46,M,1,P,22,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016542949,B01A,19DEC2024:00:00:00,21JAN2025:00:00:00,21JAN2025:00:00:00,1,0.0,M,1,I,21,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016542949,B02A,14JUN2024:00:00:00,21JAN2025:00:00:00,21JAN2025:00:00:00,1,15000000.0,M,1,P,21,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016512454,B01A,16OCT2024:00:00:00,15JAN2025:00:00:00,15JAN2025:00:00:00,1,0.0,M,1,I,15,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016512454,B01A,16JAN2025:00:00:00,12OCT2026:00:00:00,12OCT2026:00:00:00,1,0.0,M,1,I,12,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016512454,B02A,12OCT2023:00:00:00,12OCT2026:00:00:00,12OCT2026:00:00:00,1,11250000.0,M,1,P,12,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016556206,B01A,26AUG2024:00:00:00,26AUG2025:00:00:00,26AUG2025:00:00:00,1,0.0,M,1,I,26,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016556206,B02A,26AUG2024:00:00:00,26AUG2025:00:00:00,26AUG2025:00:00:00,1,15424787.27,M,1,P,26,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016556664,B01A,31DEC2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,0.0,M,1,I,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18101912000000000016556664,B02A,29AUG2024:00:00:00,28JAN2025:00:00:00,28JAN2025:00:00:00,1,20000000.0,M,1,P,28,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18118912000000000016539794,B01A,28NOV2024:00:00:00,27FEB2025:00:00:00,27FEB2025:00:00:00,1,0.0,M,1,I,27,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18118912000000000016539794,B01A,28FEB2025:00:00:00,27JUL2026:00:00:00,27JUL2026:00:00:00,1,0.0,M,1,I,27,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18118912000000000016539794,B02A,27MAY2024:00:00:00,27JUL2026:00:00:00,27JUL2026:00:00:00,1,856000000.0,M,1,P,27,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18128912000000000016567879,B01A,15NOV2024:00:00:00,17FEB2025:00:00:00,17FEB2025:00:00:00,1,0.0,M,1,I,17,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18128912000000000016567879,B01A,18FEB2025:00:00:00,11NOV2025:00:00:00,11NOV2025:00:00:00,1,0.0,M,1,I,11,0,31DEC2024:00:00:00
hk,BILL_SCHEDULE,31DEC2024:00:00:00,18,ALS,ALS:18128912000000000016567879,B02A,15NOV2024:00:00:00,11NOV2025:00:00:00,11NOV2025:00:00:00,1,150000000.0,M,1,P,11,0,31DEC2024:00:00:00
